annee,trimestre,mois,type_contrat,nombre_offres
2025,T1,1,autres_contrats_interim_saisonniers,181500
2025,T1,2,autres_contrats_interim_saisonniers,173000
2025,T1,3,autres_contrats_interim_saisonniers,196500
2025,T2,4,autres_contrats_interim_saisonniers,216800
2025,T2,5,autres_contrats_interim_saisonniers,198200
2025,T2,6,autres_contrats_interim_saisonniers,195100
2025,T3,7,autres_contrats_interim_saisonniers,217100
2025,T3,8,autres_contrats_interim_saisonniers,158900
2025,T3,9,autres_contrats_interim_saisonniers,163300
2025,T4,10,autres_contrats_interim_saisonniers,214900
2025,T4,11,autres_contrats_interim_saisonniers,151000
2025,T4,12,autres_contrats_interim_saisonniers,173600
